"Name","Runtime","GitHub","Hostname","Notes","GPU Type","GPU Count","Tags","unbiased_test.accuracy.bias","crit","rho","biased.accuracy.bias","biased.accuracy.f_target","biased.accuracy.target","biased.loss","rho0.accuracy.bias","rho0.accuracy.f_target","rho0.accuracy.target","rho0.loss","train.accuracy.bias","train.accuracy.f_target","train.accuracy.target","train.loss","unbiased.accuracy.bias","unbiased.accuracy.f_target","unbiased.accuracy.target","unbiased.loss"
"fine-terrain-30","374","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","learned-mixin","0.99","0.9085999727249146","0.6757999658584595","0.9085999727249146","0.4100059300661087","0.008100000210106373","0.9629999995231628","0.7689999938011169","9.368533420562745","0.901383340358734","0.6571666598320007","0.9021166563034058","0.4393482255174759","0.09709999710321426","0.9381999969482422","0.7872999906539917","8.498499524593353"
"sweet-feather-29","375","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","learned-mixin","0.995","0.840999960899353","0.4048999845981598","0.840999960899353","0.6931231543421745","0.04729999974370003","0.8829999566078186","0.4702999889850617","8.012862288951874","0.832800030708313","0.3987666666507721","0.8332333564758301","0.7275484303210644","0.12479999661445618","0.8328999876976013","0.5062999725341797","7.393046069145203"
"vibrant-universe-28","374","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","learned-mixin","0.997","0.949899971485138","0.03460000082850456","0.949899971485138","0.4927680797874928","0.4032000005245209","0.4596000015735626","0.09569999575614928","2.310309129953384","0.948300004005432","0.037566665560007095","0.947950005531311","0.4910938139925612","0.4560999870300293","0.4204999804496765","0.1808999925851822","2.1384965538978578"
"robust-jazz-27","373","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","learned-mixin","0.999","0.7595999836921692","0.0008999999845400453","0.7595999836921692","1.1680986046791078","0.3815999925136566","0.17589999735355377","0.057099997997283936","1.837734377384186","0.758233368396759","0.001550000044517219","0.7578999996185303","1.164761342393591","0.4213999807834625","0.16489998996257782","0.12789998948574066","1.7780690103769303"
"eternal-grass-26","376","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","rubi","0.99","1","0.9997999668121338","1","0.0045499576721340414","0.16249999403953552","0.8434999585151672","0.824400007724762","2.5971181809902193","0.9990666508674622","0.9998000264167786","0.999833345413208","0.007249495735827912","0.2458999902009964","0.8590999841690063","0.8420000076293945","2.3099738121032716"
"solar-salad-25","381","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","rubi","0.995","1","0.9998999834060668","1","0.004205885669216513","0.5184999704360962","0.5241000056266785","0.45819997787475586","1.1978843376040458","0.9994000196456908","0.999500036239624","0.999500036239624","0.005722900201625964","0.5720999836921692","0.566100001335144","0.5080999732017517","1.0766576632857323"
"different-fog-24","372","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","rubi","0.997","1","1","1","0.00347822408657521","0.93259996175766","0.06639999896287918","0.05469999834895134","0.30512050837278365","0.9998999834060668","0.9990333318710328","0.9990167021751404","0.00409035956031306","0.9418999552726746","0.15349999070167542","0.14509999752044678","0.2755743432790041"
"stellar-sunset-23","379","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","rubi","0.999","1","1","1","0.0026117215631529687","0.9971999526023864","0.0026000000070780516","0.0017999999690800903","0.030732196057215333","1","0.9989500045776368","0.9989500045776368","0.002704595409809275","0.9984999895095824","0.10089999437332152","0.10049999505281448","0.02648865254595876"
"toasty-rain-22","398","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","rebias","0.99","1","1","1","0.007785783824510872","0.14399999380111694","0.8720999956130981","0.8417999744415283","2.5364375054836272","0.9991166591644288","0.9998500347137452","0.9998000264167786","0.01034173004408466","0.23499999940395355","0.8819999694824219","0.8520999550819397","2.274920564889908"
"sweet-water-21","377","https://github.com/carloalbertobarbano/rebias/tree/419b0f76c045f784e9a650ed75b5c13be11ab921","newnode11","-","Tesla V100-SXM2-32GB","4","","","rebias","0.995","1","1","1","0.007091087382286787","0.2962000072002411","0.7542999982833862","0.6879000067710876","1.8139054745435712","0.9991999864578248","0.9998166561126708","0.999750018119812","0.008964701739952285","0.3631999790668487","0.7720999717712402","0.7211999893188477","1.6249295115470883"
"elated-firebrand-20","378","https://github.com/carloalbertobarbano/rebias/tree/7ef8564b0f87bee130685baa423385751962dfdd","newnode11","-","Tesla V100-SXM2-32GB","4","","","rebias","0.997","1","1","1","0.006050048116594553","0.4590999782085418","0.6143999695777893","0.5284000039100647","1.270817956328392","0.9994000196456908","0.9995999932289124","0.9995499849319458","0.007609388374901833","0.5094999670982361","0.6527000069618225","0.5774999856948853","1.1566190510988237"
"cosmic-plasma-19","376","https://github.com/carloalbertobarbano/rebias/tree/7ef8564b0f87bee130685baa423385751962dfdd","newnode11","-","Tesla V100-SXM2-32GB","4","","","rebias","0.999","1","1","1","0.005499490164220333","0.8871999979019165","0.14000000059604645","0.09589999914169312","0.3834846280515194","0.9999666810035706","0.9990666508674622","0.9989833235740662","0.005690466517463644","0.8920999765396118","0.23099999129772184","0.19380000233650208","0.35006049945950507"
"glad-thunder-18","373","https://github.com/carloalbertobarbano/rebias/tree/7ef8564b0f87bee130685baa423385751962dfdd","newnode11","-","Tesla V100-SXM2-32GB","4","","","vanilla","0.995","0.9998999834060668","0.9998999834060668","0.9998999834060668","0.007251568115316331","0.3823999762535095","0.6570000052452087","0.6013000011444092","1.5328484237194062","0.9993333220481871","0.9996166825294496","0.9996166825294496","0.008746416533881045","0.4452999830245972","0.682699978351593","0.6388999819755554","1.3917683124542235"
